ID,year,text
1439,2005,"Hurricane Katrina makes its 2nd landfall as a category 3 hurricane devastating much of the U.S. Gulf Coast from Louisiana to Florida Panhandle. Kills more than 1,836, causes over $115 billion in damage."
1441,1363,Beginning of the Battle of Lake Poyang; two Chinese rebel leaders Chen Youliang and Zhu Yuanzhang are pitted against each other in what was one of the largest naval battles in history during Mongol-led Yuan Dynasty
1446,1142,Possible date for establishment of the Iroquois (Haudenosaunee) League - with the aid of Hiawatha and Deganawidah
1449,1994,The Provisional Irish Republican Army (Sinn Féin) declares a ceasefire in Northern Ireland
1451,1715,King Louis XIV of France dies after a reign of 72 years—the longest of any major European monarch.
1452,1939,World War II starts as Germany invades Poland by attacking the Free City of Danzig
1454,1945,"V-J Day, formal surrender of Japan aboard USS Missouri marks the end of WW II (US date, 2nd September in Japan)"
1458,1192,"Sultan Saladin and King Richard the Lionheart of England sign treaty over Jerusalem, at end of the Third Crusade"
1459,1792,"September Massacres of the French Revolution: In Paris rampaging mobs slaughter 3 Roman Catholic bishops, more than two hundred priests, and prisoners believed to be royalist sympathizers."
1460,1864,Union General William T Sherman captures and burns Atlanta during Savannah Campaign (US Civil War)
1462,1945,"V-J Day, formal surrender of Japan aboard USS Missouri marks the end of WW II (Japanese date, 1st September in US)"
1464,1783,Treaty of Paris signed in Paris ends the American Revolutionary War between Great Britain and United States of America
1465,1900,"With a proclamation by General Lord Roberts, Britain annexes the Boer Republic of South Africa"
1466,1939,"World War II: Britain declares war on Germany after invasion of Poland. France follows 6 hours later quickly joined by Australia, New Zealand, South Africa & Canada"
1468,1988,"Estimated by this date 50,000 Kurdish civilians and soldiers killed by Iraq, many using chemical weapons, in aftermath of Iran-Iraq War"
1470,1609,Navigator Henry Hudson first European to discover island of Manhattan [or Sep 11]
1472,1781,Los Angeles is founded by 44 Spanish speaking mestizos in the Bahia de las Fumas (Bay of Smokes)
1473,1862,"General Lee invades the North with 50,000 Confederate troops during Maryland Campaign (US Civil war)"
1475,1774,"Twelve of the thirteen American colonies adopt a trade embargo with Britain at the first Continental Congress at Carpenters' Hall in Philadelphia, Pennsylvania."
1477,1914,"World War I: Battle of Marne begins, French and British forces prevent German advance on Paris (till the 12th Sept)"
1478,1972,11 Israeli athletes taken hostage and later killed by Palestinian Black September group at the Munich Olympics
1479,2017,Hurricane Irma becomes the post powerful Atlantic Ocean hurricane in recorded history with winds of 185mph
1481,1522,Ferdinand Magellan's Spanish expedition aboard the Vitoria returns to Spain without their captain. First to circumnavigate the earth.
1482,1620,"The Mayflower departs Plymouth, England with 102 Pilgrims and about 30 crew for the New World"
1484,1901,"US President William McKinley is shot by Leon Czolgosz, an anarchist, while visiting the Pan-American Exposition in New York"
1485,1909,"Word received that American explorer Robert Peary had discovered the North Pole, 5 months earlier"
1486,1916,"1st true supermarket, the ""Piggly Wiggly"" is opened by Clarence Saunders in Memphis, Tennessee"
1488,1714,"Treaty of Baden: Holy Roman Emperor Charles VI & France, ends War of Spanish Succession, French retain Alsace, Austria gets bank of Rhine"
1489,1822,"Pedro I, son of King Joao VI declares Brazil's independence from Portugal (National Day)"
1490,1888,"Edith Eleanor McLean is 1st baby to be placed in an incubator at State Emigrant Hospital on Ward’s Island, New York"
1491,1909,"Eugene Lefebvre becomes first pilot to die in an airplane craft, while test piloting new French-built Wright biplane at Juvisy"
1492,1380,Battle on Kulikovo: Moscow's great monarch Dimitri beats Mongols beginning the decline of the Tatars
1494,1522,"Spanish navigator Juan de Elcano returns to Spain, completing 1st circumnavigation of the globe (expedition began under Ferdinand Magellan)"
1496,1664,Dutch surrender colony of New Netherlands (including New York) to 300 English soldiers
1497,1970,"Black September hijackings begin, three airliners hijacked and blown up by Popular Front for the Liberation of Palestine"
1499,1000,"Battle of Svolder, Baltic Sea. King Olaf on board the Long Serpent defeated in one of the greatest naval battles of the Viking Age."
1500,1776,Congress officially renames the country as the United States of America (Was the United Colonies)
1501,1817,"Alexander Twilight, probably first African American to graduate from a US college, receives BA degree at Middlebury College"
1502,1914,First fully mechanized unit in the British Army created - the Canadian Automobile Machine Gun Brigade (WWI)
1503,1993,Israel and the Palestine Liberation Organization exchange letters of mutual recognition
1504,2015,"Queen Elizabeth II becomes Great Britain's longest-reigning monarch at 63 years and seven months, beating the previous record set by her great-great-grandmother, Queen Victoria"
1507,1924,"Leopold and Loeb found guilty of the murder of Robert Franks in Chicago in the ""the crime of the century"""
1508,1977,"Hamida Djandoubi, convicted of torture and murder, is the last person to be executed by Guillotine in France"
1509,2008,"The Large Hadron Collider at CERN, described as the biggest scientific experiment in the history of mankind is powered up in Geneva, Switzerland"
1511,1609,Expulsion order announced against the Moriscos of Valencia; beginning of the expulsion of all Spain's Moriscos
1512,1697,"Battle of Zenta: forces of Prince Eugen of Savoye defeat the Turks, ending Ottoman control of large parts of Central Europe"
1513,1708,"Great Northern war: Charles XII of Sweden stops his march to conquer Moscow outside Smolensk, marking the turning point in the war"
1514,2001,"Two passenger planes hijacked by terrorists crash into New York's World Trade Towers causing the collapse of both and deaths of 2,752 people"
1515,2001,Terrorists hijack a passenger plane and crash it into the Pentagon causing the deaths of 125 people
1516,2001,Attempt by passengers and crew of United Airlines Flight 93 to retake control of their hijacked plane from terrorists causes plane to crash in Pennsylvania field killing all 64 people on board
1517,1758,French astronomer Charles Messier mistakenly identifies the Crab Nebula so begins his Messier Catalogue
1518,1909,World's first patent for synthetic rubber granted to German chemist Fritz Hofmann
1519,1933,"Leó Szilárd, waiting for a red light on Southampton Row in Bloomsbury, conceives idea of a nuclear chain reaction"
1520,1940,"4 teens, following their dog down a hole near Lascaux France discover 17,000-year-old drawings now known as Lascaux Cave Paintings"
1521,1958,"US Supreme Court orders the all-white Central High School in Little Rock, Arkansas to integrate"
1525,1224,Francis of Assisi is afflicted with stigmata after a vision praying on Mount Verna
1527,1956,"IBM introduces the RAMAC 305, 1st commercial computer with a hard drive that uses magnetic disk storage, weighs over a ton"
1528,1993,"Public unveiling of the Oslo Accords, an Israeli-Palestinian peace agreement initiated by Norway"
1529,1741,"George Frideric Handel finishes his ""Messiah"" oratorio after working on it non-stop for 23 days"
1530,1752,Britain (and American colonies) adopt the Gregorian calendar (no Sept 3-Sept 13th)
1532,1939,"World’s 1st practical helicopter, the VS-300 designed by Igor Sikorsky takes (tethered) flight in Stratford, Connecticut"
1533,1949,India's Constituent Assembly adopts Hindi as an official language. Celebrated today as Hindi Day.
1535,1960,"Iraq, Iran, Kuwait, Saudi-Arabia & Venezuela form Organization of Petroleum Exporting Countries (OPEC)"
1536,1616,"First non-aristocratic, free public school in Europe is opened in Frascati, Italy"
1537,1821,"Act of Independence of Central America: Costa Rica, El Salvador, Guatemala, Honduras & Nicaragua declare their independence from the Spanish Empire"
1539,1928,Scottish bacteriologist Alexander Fleming discovers penicillin while studying influenza
1540,1940,"Climax of the Battle of Britain, tide turns as Luftwaffe loses 56 aircraft, RAF 28"
1543,1810,"Mexico issues Grito de Dolores, calling for the end of Spanish rule (Mexican Independence Day)"
1546,1963,"Federation of Malaysia formed by Malaya, Singapore, British North Borneo (Sabah) and Sarawak"
1550,1683,Dutch scientist Antonie van Leeuwenhoek is the first to report the existence of bacteria
1551,1862,"Battle of Antietam [Battle of Sharpsburg], bloodiest day in the American Civil War 23,110 die in first battle on Union soil"
1553,1916,"The Red Baron [Manfred von Richthofen], WWI flying ace of the German Luftstreitkräfte, wins his first aerial combat near Cambrai, France"
1554,1978,"Anwar Sadat, Menachem Begin and Jimmy Carter sign the Camp David Accords, frameworks for peace in the Middle East and between Egypt and Israel"
1556,1812,"Great Fire of Moscow burns out after 5 days, 75% of the city destroyed and 12,000 killed"
1557,1873,"Government bond agent Jay Cooke & Co collapses, causing panic on Wall St, the start of the panic of  and the Long depression"
1559,1931,"To create a pretext for the invasion of Manchuria, China, a railway explosion is faked by the Japanese"
1560,1942,"The order for 'extermination asocials through labour' is approved by Otto Thierack, Nazi minister of justice"
1562,1356,English forces under The Black Prince defeat French at Battle of Poitiers and capture the French King during the Hundred Years War
1565,1985,"8.1 earthquake in Mexico City kills an estimated 10,000 and leaves 250,000 homeless"
1569,1519,Spanish expedition led by Portuguese navigator Ferdinand Magellan sets off on the 1st successful circumnavigation of the globe (Magellan killed on route)
1570,1854,Battle of the Alma: first major battle of Crimean War. British and French alliance defeat the Russians
1572,2001,"In an address to a joint session of Congress and the American people, U.S. President George W. Bush declares a ""war on terror""."
1573,1621,King James I of England gives Sir Alexander Sterling royal charter for colonisation of Nova Scotia
1574,1792,French Revolution: The National Convention passes a proclamation announcing the formal abolition of the French monarchy
1575,1898,"Empress Dowager Cixi seizes power and ends the Hundred Days' Reform in China, imprisoning the Guangxu Emperor"
1577,1922,US President Warren G. Harding signs a joint resolution of approval to establish a Jewish homeland in Palestine
1580,1692,"Last people hanged for witchcraft (8) in the US, 20 hanged overall during Salem witch trials"
1581,1792,"French First Republic formed by the National Convention, stripping French king of his powers"
1585,2011,CERN scientists announce their discovery of neutrinos breaking the speed of light
1586,1122,Concordat of Worms agreed between Pope Calixtus II and Holy Roman Emperor Henry V
1587,1821,"Fall of Tripolitsa, Greek forces massacre 30,000 Turks during Greek War of Independence"
1588,1884,"American Herman Hollerith patents his mechanical tabulating machine, the beginning of data processing"
1589,1889,"Nintendo Koppai (Later Nintendo Company, Limited) founded by Fusajiro Yamauchi to produce and market the playing card game Hanafuda."
1590,1942,"The 'Manhattan Project' commences, under the direction of US General Leslie Groves: its aim - to deliver an atomic bomb"
1591,1180,"Manuel I Komnenos, last Emperor of the Komnenian restoration dies. The Byzantine Empire slips into terminal decline."
1594,1877,"Battle of Shiroyama, decisive victory of the Imperial Japanese Army over the Satsuma Rebellion"
1597,1066,"Battle of Stamford Bridge; English army under King Harold Godwinson defeat invading Norwegians led by King Harald Hardrada and Harold's brother Tostig, who were both killed"
1598,1513,Spanish explorer Vasco Nunez de Balboa crosses the Panama Isthmus becoming first European to see the Pacific Ocean
1600,1906,"Leonardo Torres Quevedo successfully demonstrates the Telekino at Bilbao before a great crowd, guiding a boat from the shore, considered the birth of the remote control"
1601,1956,First transatlantic telephone cable goes into operation from Newfoundland to Oban
1602,1580,"Frances Drake completes circumnavigation of the world, sailing into Plymouth aboard the Golden Hind"
1603,1687,"Acropolis in Athens attacked by Venetian army trying to eject Turks, damaging the Parthenon"
1604,1687,"The city council of Amsterdam votes to support William of Orange's invasion of England, which became the Glorious Revolution."
1606,1901,Great Britain annexes the Ashanti Kingdom and places it under the governor of the Gold Coast (Ghana)
1607,1918,"Beginning of the Meuse-Argonne Offensive, more than 1 million American soldiers in the largest and most costly offensive of WWI"
1610,1540,Society of Jesus (Jesuits) founded by Ignatius Loyola confirmed by Pope Paul III in Rome
1612,1821,"Mexican revolutionary forces led by Agustín de Iturbide occupy Mexico City as Spanish withdraw, bringing an end to the Mexican War of Independence"
1613,1822,French scholar Jean-François Champollion announces that he has deciphered the Rosetta stone
1614,1905,"The physics journal Annalen der Physik publishes Albert Einstein's paper ""Does the Inertia of a Body Depend Upon Its Energy Content?"", introducing the equation E=mc²."
1615,1908,"Henry Ford's first Ford Model T automobile leaves the Piquette Plant in Detroit, Michigan"
1619,1887,"Yellow River or Huáng Hé floods in China, killing between 900,000 and 2 million people, one of the deadliest natural disasters in history"
1620,1939,German-Soviet Frontier Treaty is signed by Joachim von Ribbentrop and Vyacheslav Molotov; redraws German and Soviet spheres of influence in central Europe and transfers most of Lithuania to the USSR
1624,1829,The first units of the London Metropolitan Police appear on the streets of the British capital
1625,2008,"Dow Jones Industrial Average falls 777.68 points, its largest single-day point loss, following the bankruptcies of Lehman Brothers and Washington Mutual"
1626,1520,Suleiman the Magnificent succeeds his father Selam I as Ottoman Sultan (rules till 1566)
1627,1846,Anesthetic ether used for 1st time by American dentist Dr William Morton who extracts a tooth
1628,1862,"Prussia Minister President Otto von Bismarck's delivers his ""Blood & Iron"" speech"
1629,1938,"Treaty of Munich signed by Hitler, Mussolini, Daladier and Chamberlain, forces Czechoslovakia to give territory to Germany"
1633,1814,"Opening of the Congress of Vienna, which redrew Europe's political map after the defeat of Napoléon Bonaparte"
1636,1975,"Muhammad Ali TKOs Joe Frazier in 15 for heavyweight boxing title in ""The Thrilla in Manila"""
1637,1988,"Mikhail Gorbachev becomes Chairman of the Presidium of the Supreme Soviet, effectively head of state of the Soviet Union"
1640,1789,George Washington transmits the proposed Constitutional amendments (The United States Bill of Rights) to the States for ratification
1641,1928,"""Prelature of the Holy Cross and the Work of God"", known as Opus Dei, founded by Saint Josemaría Escrivá"
1642,1944,"Polish resistance fighters capitulate in the Warsaw Uprising, with some 250,000 people killed"
1643,2007,President Roh Moo-hyun of South Korea walks across the Military Demarcation Line into North Korea on his way to the second Inter-Korean Summit with North Korean leader Kim Jong Il
1646,1283,"Dafydd ap Gruffydd, Prince of Gwynedd, Wales, becomes the first person executed by being hanged, drawn and quartered"
1649,1990,Reunification of East and West Germany. West German flag is raised above the Brandenburg Gate on the stroke of midnight.
1650,1995,"O.J. Simpson found not guilty of the murder of Nicole Simpson and Ron Goldman in Los Angeles, California"
1651,1537,"The first complete English-language Bible (the Matthew Bible) is printed, with translations by William Tyndale and Miles Coverdale."
1652,1883,The Orient Express departs on its first official journey from Paris to Instanbul
1653,1900,"In a final confrontation, some 4000 Ashantis are defeated by the British in Gold Coast (Ghana)"
1657,1789,"French Revolution: Women of Paris march to Versailles in the March on Versailles to confront Louis XVI about his refusal to promulgate the decrees on the abolition of feudalism, demand bread, and have the King and his court moved to Paris"
1663,1962,"""Dr. No"", 1st James Bond film based on the novel by Ian Fleming and starring Sean Connery and Ursula Andress, premieres in London"
1664,1978,"Over 30 major nations ratify the Environmental Modification Convention which prohibits weather warfare that has widespread, long-lasting or severe effects"
1665,2017,"""The New York Times"" publishes investigation into sexual harassment behaviour by Hollywood producer Harvey Weinstein"
1666,1917,"Battle of Passchendaele: Canadian troops capture the village of Passchendaele in the Third Battle of Ypres, after 250,000 casualties on both sides"
1669,1948,"Paleoanthropologist Mary Leakey finds the first partial fossil skull of Proconsul africanus, an ancestor of apes and humans on Rusinga Island, Kenya"
1672,1571,Battle of Lepanto: Holy League of southern European nations destroy Ottoman fleet in significant loss off Western Greece
1673,1737,"A cyclone causes 40 foot waves that are believed to have killed 300,000 in Calcutta, India"
1674,1763,"George III of Great Britain issues Proclamation of , closing lands in North America north and west of Alleghenies to white settlement"
1676,2001,The U.S. invasion of Afghanistan starts with an air assault and covert operations on the ground
1677,1480,"Great standing on the Ugra river, standoff between forces of Akhmat Khan, Khan of the Great Horde, and Ivan III Grand Prince of all Rus, Tataro-Mongols retreat, leds to disintegration of the Horde"
1678,1856,The Second Opium War or second Anglo-Chinese War: begins with the Arrow Incident on the Pearl River
1680,1915,"Battle of Loos on WWI Western Front ends, German forces contain British attack (85,000 casualties)"
1682,2001,U.S. President George W. Bush announces the establishment of the Office of Homeland Security.
1684,1000,"Leif Ericson discovers ""Vinland"" (possibly L'Anse aux Meadows, Canada) reputedly becoming first European to reach North America"
1686,1831,"Ioannis Kapodistrias, first Head of State of modern Greece, assassinated in Nafplion"
1687,1941,US President Franklin D. Roosevelt approves an atomic program - beginning of the Manhattan project
1688,2006,"North Korea conducts its first nuclear test, with an estimated yield of between 0.4-2 kilotons"
1690,1780,"Great Hurricane of  kills 20,000 to 30,000 in Caribbean, hitting Barbados first. Atlantic's deadliest recorded hurricane."
1693,1957,"A fire at the Windscale nuclear plant in Cumbria, England becomes the world's first major nuclear accident"
1695,1634,"Burchardi flood - ""the second Grote Mandrenke"" kills about 15,000 in North Friesland, Denmark and Germany"
1698,1945,Chinese civil war begins between Kuomintang government led by Chiang Kai-Shek and Mao Zedong's Communist Party
1700,1986,"Ronald Reagan and Mikhail Gorbachev open talks at a summit in Reykjavik, Iceland"
1702,1279,"Nichiren, a Japanese Buddhist monk, founder of Nichiren Buddhism, inscribes the Dai-Gohonzon"
1703,1492,"Christopher Columbus's expedition makes landfall on a Caribbean island he names San Salvador (likely Watling Island, Bahamas). The explorer believes he has reached East Asia (OS 21 Oct)"
1704,1915,Ford Motor Company under Henry Ford manufactures its 1 millionth automobile at the River Rouge plant in Detroit
1705,1999,The Day of Six Billion: the proclaimed 6 billionth living human in the world is born
1707,1307,French King Philip IV has Grand Master Jacques de Molay and Knights Templar arrested and charged of idolatry and corruption
1711,2010,Copiapó mining accident in Chile comes to a happy end as all 33 miners arrive at the surface after surviving a record 69 days underground
1712,1066,"Battle of Hastings, Duke William of Normandy and the Norman army defeat English forces of Harold II"
1713,1322,"Robert the Bruce of Scotland defeats King Edward II of England at Byland, forcing Edward to accept Scotland's independence"
1718,1581,"Commissioned by Catherine De Medici, the 1st ballet ""Ballet Comique de la Reine"" is staged in Paris"
1722,1993,Nelson Mandela and South African President F. W. de Klerk awarded the Nobel Peace Prize
1723,2017,"Actress Alyssa Milano tweeting “If you’ve been sexually harassed or assaulted write ‘me too’"" prompts flood of replies across Facebook, Instagram and Twitter"
1724,1813,"Battle of Leipzig, largest battle in Europe prior to WWI, Napoleon's forces defeated by Prussia, Austria and Russia"
1725,1900,"Great Britain and Germany sign the Anglo-German Treaty, agreeing to maintain territorial integrity of China and support 'open door' policy called for by US Secretary of State"
1727,1962,Cuban missile crisis begins as JFK becomes aware of Soviet missile bases in Cuba
1729,1998,Former Chilean dictator General Augusto Pinochet is arrested in London on a Spanish warrant requesting his extradition on murder charges
1731,1854,French and British forces bombard Sevastopol for the first time during the Crimean War
1734,1907,"Guglielmo Marconi's company begins the first commercial transatlantic wireless service between Glace Bay, Nova Scotia, Canada and Clifden, Ireland"
1735,1943,"Burma railway completed, built by Allied POWs and Asian laborers for use of the Japanese army"
1736,1973,"OPEC oil ministers use oil as an economic weapon in the Arab-Israeli War, mandating a cut in exports and recommending an embargo against unfriendly states"
1737,2017,Islamic State headquarters Raqqa declared under full control of US-led alliance by Syrian Democratic Forces (SDF) spokesman Talal Sello after 4 months of fighting
1738,1009,"The Church of the Holy Sepulchre in Jerusalem is destroyed by the Fatimid caliph Al-Hakim bi-Amr Allah, who hacks the Church's foundations down to bedrock"
1739,1685,French King Louis XIV revokes Edict of Nantes cancelling rights of French Protestants
1741,1922,"British Broadcasting Company (BBC) founded, later called British Broadcasting Corporation"
1743,1962,"James Watson (US), Francis Crick (UK) and Maurice Wilkins (UK) win the Nobel Prize for Medicine for their work in determining the structure of DNA"
1745,1781,British General Cornwallis surrenders at Yorktown at 2 pm; US Revolutionary War ends
1747,1943,"Streptomycin, the first antibiotic remedy for tuberculosis, is isolated by researchers at Rutgers University"
1748,1987,"Black Monday: Dow Jones stock index falls 508.32 points (22%), 4½ times the previous daily record"
1749,2015,"US scientists from University of California find evidence life on earth may have begun 4.1 billion years ago, 300 million earlier than previously thought"
1753,1864,US President Abraham Lincoln formally establishes Thanksgiving as a national holiday
1754,1935,"Communist forces end their Long March at Yan'an, in Shaanxi, China, bringing Mao Zedong to prominence"
1756,1805,Battle of Trafalgar: British Admiral Horatio Nelson defeats combined French and Spanish fleet. Nelson shot and killed during battle.
1762,1633,Battle of Liaoluo Bay: Dutch East India Company defeated by Chinese Ming naval forces in southern Fujian sea
1765,1884,"International Meridian Conference in Washington, D.C. adopts Greenwich Mean Time (GMT) worldwide, creating 24 international time zones with longitude zero at the Greenwich meridian"
1766,1907,Panic of : A run on Knickerbocker Trust Company stock leads to US wide run on banks
1767,1962,"Cuban missile crisis: US President John F. Kennedy addresses TV about Russian missile bases in Cuba and imposes a naval blockade on Cuba, beginning the missile crisis"
1770,1977,"Paleontologist Elso Barghoorn announces discovery of a 3.4-billion year old one-celled fossil, the earliest life form"
1772,2001,The Provisional Irish Republican Army of Northern Ireland commences disarmament after peace talks
1773,1260,"Qutuz, Mamluk Sultans of Egypt (1259-60), is assassinated by Baibars, a fellow Mamluk leader, who seizes power for himself"
1774,1648,Treaty of Westphalia ends The Thirty Year's War in the Holy Roman Empire; Switzerland's independence recognized
1777,1962,Cuban missile crisis: Soviet ships approach but stop short of the US blockade of Cuba
1778,2008,"""Bloody Friday"" saw many of the world's stock exchanges experienced the worst declines in their history, with drops of around 10% in most indices."
1779,1415,Battle of Agincourt: Henry V's forces defeat larger French army and the longbow defeats the armoured knight
1780,1854,The infamous Charge of Light Brigade during the Battle of Balaclava in the Crimean War; over 100 killed
1782,1962,"US Ambassador to the UN Adlai Stevenson demands USSR UN rep Zorin answer regarding Cuban missile bases saying ""I am prepared to wait for my answer until hell freezes over"""
1783,1971,United Nations votes to expel the Chinese Nationalist ruled Taiwan and admit the Communist People's Republic of China
1784,2017,"Chinese Premier Xi Jinping unveils his new ruling council in the Great Hall of the People, none of the five are young enough to succeed him"
1785,1850,Robert McClure sights the fabled Northwest Passage for the first time (from Banks Island towards Melville Island)
1787,1863,International conference begins in Geneva aimed at improving medical conditions on battlefields - beginning of the Red Cross
1788,1863,"Football Association forms in England, standardizing soccer, splitting with rugby"
1789,1977,"Last natural case of smallpox discovered in Merca district, Somalia. Considered the anniversary of the eradication of smallpox, the most spectacular success of vaccination"
1791,1795,"Pinckney's Treaty [Treaty of San Lorenzo] signed by Spain and US, establishing the southern boundary of the US and giving Americans right to navigate the Mississippi River"
1794,1986,"British government deregulates financial markets in a ""Big Bang"", enhancing London's status as a financial capital while increasing income inequality"
1796,1538,"The first university in the New World, the Universidad Santo Tomás de Aquino, is established on Hispaniola"
1799,1919,"Volstead Act passed by US Congress, establishing prohibition, despite President Woodrow Wilson's veto"
1800,1924,"Miner M.de Bruin discovers the infant fossil skull, ""Taung child"" in a lime quarry in Taung, South Africa. Paleoanthropologist Raymond Dart identifies the fossil as a new hominin species, Australopithecus africanus."
1802,1268,"Conradin, the last legitimate male heir of the German Hohenstaufen dynasty of Kings and Holy Roman Emperors, is executed with Frederick I, Margrave of Baden by Charles I of Sicily"
1803,1665,"Battle of Mbwila [Ambuila],: Portuguese forces defeat forces of the Kingdom of Kongo and decapitate King Antonio I of Kongo / Nvita a Nkanga"
1804,1929,"""Black Tuesday"" Wall Street Stock Market crashes triggering the ""Great Depression"""
1806,1340,"Battle of Rio Salado Battle (or Tarifa): King Afonso IV of Portugal and King Alfonso XI of Castile defeat Sultan Abu al-Hasan 'Ali of Morocco and Yusuf I of Granada, last Marīnids invasion of Iberian Peninsula"
1807,1534,"English Parliament passes Act of Supremacy, beginning process to make King Henry VIII head of the Church in England - a role formerly held by the Pope"
1808,1899,"Battle of Ladysmith, Natal: Boers defeat the British, leading to the Siege of Ladysmith"
1809,1905,"""October Manifesto"" Russian Tsar Nicholas II grants civil liberties and accepts the first Duma (Parliament)"
1811,1973,"The Bosphorus Bridge in Istanbul, Turkey is completed, connecting the continents of Europe and Asia over the Bosporus for the first time"
1812,1974,"The Rumble in the Jungle: Muhammad Ali KOs George Foreman in the 8th round in Kinshasa, Zaire"
1813,1517,Martin Luther posts 95 theses on Wittenberg church - precipitates the Protestant Reformation
1814,1541,"Michelangelo Buonarroti finishes painting ""The Last Judgement"" in the Sistine Chapel, Vatican City"
1815,1876,"Great Backerganj Cyclone of  ravages British India (Modern-day Bangladesh), over 200,000 killed"
1816,1917,"World War I: Battle of Beersheba in southern Palestine - ""last successful cavalry charge in history"" performed by the 4th Australian Light Horse"
1818,2011,The world population reaches 7 billion inhabitants according to the United Nations
1820,1814,"Congress of Vienna opens to re-draw the European political map after the defeat of France, in the Napoleonic Wars."
1822,1916,"Paul Miliukov delivers in the Russian State Duma the famous ""stupidity or treason"" speech, precipitating the downfall of the Boris Stürmer government."
1823,1952,"""Ivy Mike"", the first thermonuclear weapon to utilize the H-bomb design of Edward Teller and Stanislaw Ulam, is detonated in the Marshall Islands, Pacific Ocean"
1824,2012,"Scientists detect evidence of light from the universe's first stars, predicted to have formed 500 million years after the big bang"
1825,1875,"Verney Cameroon reaches Benguela in Angola, from Africa's east coast, 1st European to cross equatorial Africa"
1827,1930,"Coronation of Ras Tafari Makonnen as Haile Selassie I, 225th Emperor of Ethopian Solmonic Dynasty"
1828,1936,"At 3pm the BBC begins the world's first regular high-definition TV broadcast service from specially constructed studios at Alexandra Palace, North London"
1830,1966,"The Cuban Adjustment Act comes into force, allowing 123,000 Cubans opportunity to apply for permanent residence in the US"
1832,1534,English parliament accepts Act of Supremacy: Henry VIII becomes Head of Church of England
1835,1906,"International Radiotelegraph Conference in Berlin selects ""SOS"" (· · · – – – · · ·) distress signal as the worldwide standard for help"
1843,2008,"Barack Obama becomes the first African-American to be elected President of the United States, defeating Republican candidate John McCain"
1844,1492,Christopher Columbus 1st learns about growing and harvesting maize (corn) from Cuba's indigenous population
1846,1605,"Gunpowder Plot: Catholic conspirator Guy Fawkes attempts to blow up King James I and the British Parliament. Plot discovered, Guy Fawkes caught, tortured and later executed along with seven others. Celebrated ever since as Guy Fawkes Day, where his effigy is traditionally burned on a bonfire, accompanied by fireworks."
1847,1937,Adolf Hitler informs his military leaders in a secret meeting of his intentions of going to war
1848,1956,"Britain and France land airborne forces at Port Said in Egypt, escalating the Suez Crisis"
1853,1917,[OS Oct 24] Bolshevik revolution begins with bombardment of the Winter Palace in Petrograd during the Russian October Revolution
1854,1978,Shah of Iran places Iran under military rule; General Gholan Reza Azhari forms government
1855,1492,"Ensisheim Meteorite strikes a wheat field near the village of Ensisheim in Alsace, France. Oldest meteorite with a known date of impact."
1856,1872,Cargo ship Mary Celeste sails from Staten Island for Genoa; mysteriously found abandoned four weeks later
1857,1917,"[OS Oct 25] October Revolution in Russia; Lenin and the Bolsheviks seize power, capture the Winter Palace and overthrow the Provisional Government."
1859,2000,"Controversial US presidential election between George W. Bush and Al Gore is inconclusive; the result, in Bush's favor, is eventually resolved by the Supreme Court"
1863,1734,"Vincent la Chapelle, master cook to various nobility and royalty, forms Free Masons Lodge in Netherlands"
1864,1895,German physicist Wilhelm Röntgen produces and detects electromagnetic radiation in a wavelength range today known as X-rays or Röntgen rays
1866,2002,"Iraq disarmament crisis: UN Security Council under Resolution 1441 unanimously approves a resolution on Iraq, forcing Saddam Hussein to disarm or face ""serious consequences"""
1867,2016,"Republican Donald Trump is elected President of the United States of America, defeating democrat Hillary Clinton, who received 2.9 million more votes"
1868,1494,"Piero the Unfortunate of the de' Medici family, ruler of Florence, loses his power and flees the state"
1869,1799,Napoleon Bonaparte pulls off a coup and becomes the dictator of France under the title of First Consul
1872,1994,"Chemical element Darmstadtium discovered at GSI Helmholtz Centre for Heavy Ion Research near Darmstadt, German"
1873,1998,Brokerage houses are ordered to pay 1.03 billion USD to NASDAQ investors to compensate for price-fixing - largest civil settlement in US history
1874,1619,"René Descartes has the dream that inspires his ""Meditations on First Philosophy"""
1877,1918,"Western Union Cable Office in North Sydney, Nova Scotia receives a top-secret coded message from Europe stating on November 11,  all fighting would cease on land, sea and in the air"
1879,1675,German mathetician Gottfried Wilhelm Leibniz demonstrates integral calculus for the first time to find the area under the graph of y = f(x) function
1881,1918,"Armistice signed by the Allies and Germany comes into effect and World War I hostilities end at 11am, ""the eleventh hour of the eleventh day of the eleventh month"""
1882,1975,Australian Prime Minister Gough Whitlam removed from office by Governor General Sir John Kerr - 1st elected PM removed in 200 yrs
1884,2004,"Yasser Arafat's death through unidentified causes confirmed by Palestine Liberation Organization, Mahmoud Abbas elected PLO chairman minutes later."
1887,1942,Naval Battle of Guadalcanal begins between Allied and Japanese forces in Solomon Islands (WWII)
1888,1968,"US Supreme Court: Epperson v. Arkansas, court declares unconstitutional Arkansas law banning teaching evolution in public schools"
1889,1970,"Cyclone Bhola makes landfall in East Pakistan (Bangladesh) killing up to 500,000, making it the deadliest tropical cyclone ever recorded"
1895,1985,"Nevado del Ruiz volcano erupts in Colombia, killing 25,000 in the town of Armero"
1899,1920,"The Russian Bolshevik army occupies Sebastopol, ending anticommunist attempts to regain the government of Russia"
